Answer,Question,Hint 1,Hint 2,Hint 3,Hint 4,Hint 5,Hint 6
20191114_123745_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_123802_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_123819_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_123836_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_123853_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_123910_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_123927_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_123944_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124001_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124018_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124035_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124052_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124109_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124126_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124143_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124200_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124217_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124234_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124251_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124308_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124325_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124342_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124359_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124416_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124433_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124450_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124507_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124524_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124541_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124559_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124616_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124633_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124650_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124707_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124737_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124754_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124811_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124828_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124845_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124902_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124919_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124936_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_124953_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_125010_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_125027_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
